# VZ Hya
# Phases, dymag, dbmag, dvmag, dumag (Stremgren mags) 
0.00446	2.261	2.252	2.236	2.183
0.00902	2.115	2.096	2.061	2.016
0.01347	1.969	1.944	1.903	1.846
0.01812	1.85	1.81	1.767	1.727
0.02289	1.744	1.715	1.664	1.626
0.02752	1.671	1.64	1.581	1.546
0.03241	1.626	1.596	1.547	1.511
0.03695	1.621	1.595	1.536	1.498
0.04141	1.622	1.59	1.543	1.502
0.04605	1.627	1.591	1.54	1.498
0.05058	1.632	1.595	1.542	1.501
0.05882	1.628	1.593	1.54	1.501
0.06964	1.622	1.596	1.54	1.504
0.08052	1.631	1.592	1.542	1.494
0.37333	1.629	1.59	1.543	1.498
0.41784	1.628	1.59	1.535	1.499
0.42234	1.632	1.591	1.54	1.5
0.67063	1.626	1.59	1.536	1.496
0.67527	1.624	1.586	1.542	1.492
0.69548	1.628	1.586	1.539	1.505
0.69994	1.623	1.594	1.539	1.5
0.70508	1.622	1.589	1.533	1.503
0.71335	1.626	1.589	1.543	1.509
0.76927	1.625	1.585	1.538	1.488
0.00931	2.109	2.079	2.046	2.001
0.02418	1.722	1.685	1.639	1.587
0.02865	1.654	1.625	1.573	1.532
0.03333	1.626	1.593	1.538	1.504
0.03885	1.63	1.593	1.54	1.505
0.04348	1.635	1.597	1.549	1.516
0.05405	1.623	1.586	1.542	1.501
0.07458	1.626	1.59	1.54	1.498
0.36051	1.626	1.593	1.536	1.508
0.3752	1.625	1.592	1.535	1.49
0.38592	1.628	1.595	1.542	1.509
0.39041	1.628	1.593	1.544	1.498
0.39503	1.62	1.589	1.539	1.502
0.41656	1.628	1.593	1.542	1.495
0.457	1.619	1.589	1.541	1.5
0.70168	1.627	1.592	1.541	1.503
0.71606	1.628	1.591	1.538	1.504
0.76558	1.623	1.589	1.538	1.496
0.79855	1.631	1.592	1.539	1.491
0.80344	1.628	1.594	1.539	1.494
0.40751	1.616	1.581	1.533	1.5
0.4121	1.627	1.593	1.543	1.495
0.43076	1.633	1.597	1.542	1.502
0.43539	1.621	1.587	1.54	1.495
0.43999	1.627	1.59	1.539	1.493
0.45726	1.62	1.593	1.541	1.5
0.4692	1.636	1.595	1.544	1.513
0.47386	1.673	1.636	1.584	1.54
0.47847	1.738	1.699	1.647	1.592
0.48301	1.823	1.783	1.724	1.683
0.48824	1.923	1.889	1.823	1.788
0.87986	1.631	1.597	1.538	1.499
0.88491	1.624	1.587	1.534	1.494
0.88989	1.632	1.593	1.546	1.488
0.89716	1.619	1.586	1.534	1.493
0.90214	1.625	1.591	1.539	1.483
0.90704	1.622	1.584	1.534	1.493
0.9121	1.626	1.593	1.538	1.495
0.22407	1.62	1.592	1.537	1.501
0.22901	1.624	1.586	1.533	1.498
0.23429	1.628	1.59	1.544	1.491
0.23976	1.62	1.592	1.539	1.494
0.63286	1.624	1.588	1.531	1.489
0.63779	1.622	1.586	1.538	1.49
0.00484	2.253	2.248	2.225	2.179
0.00962	2.093	2.076	2.033	1.977
0.01452	1.944	1.919	1.877	1.826
0.01956	1.817	1.784	1.731	1.686
0.02453	1.717	1.685	1.635	1.583
0.03003	1.639	1.606	1.561	1.523
0.03555	1.625	1.595	1.537	1.504
0.04048	1.627	1.592	1.542	1.491
0.04647	1.621	1.591	1.536	1.497
0.36324	1.609	1.584	1.527	1.501
0.36813	1.623	1.588	1.535	1.489
0.37314	1.617	1.591	1.534	1.498
0.03331	1.627	1.597	1.548	1.507
0.03804	1.651	1.604	1.559	1.519
0.04339	1.627	1.595	1.54	1.505
0.04821	1.63	1.594	1.539	1.498
0.05416	1.632	1.592	1.541	1.506
0.07676	1.628	1.589	1.539	1.49
0.08174	1.626	1.595	1.538	1.494
0.08663	1.628	1.589	1.545	1.497
0.09169	1.626	1.588	1.536	1.493
0.09673	1.618	1.584	1.536	1.491
0.10164	1.622	1.582	1.533	1.492
0.47902	1.745	1.708	1.65	1.625
0.48388	1.835	1.793	1.732	1.7
0.48986	1.967	1.923	1.862	1.826
0.49534	2.076	2.025	1.961	1.918
0.50034	2.119	2.06	1.992	1.961
0.50532	2.057	2.014	1.952	1.922
0.51005	1.966	1.927	1.864	1.84
0.51512	1.862	1.823	1.769	1.722
0.5216	1.737	1.702	1.644	1.603
0.52639	1.675	1.639	1.583	1.563
0.53132	1.634	1.597	1.549	1.501
0.53631	1.633	1.597	1.546	1.5
0.54088	1.625	1.592	1.54	1.492
0.54588	1.621	1.589	1.54	1.491
