1
1.5000   0.1000    500
5   15.000   16.000   17.000   18.000   19.000   
46   0.00000000   0.03490659   0.06981317   0.10471976   0.13962634   0.17453293   0.20943951   0.24434610   0.27925268   0.31415927   0.34906585   0.38397244   0.41887902   0.45378561   0.48869219   0.52359878   0.55850536   0.59341195   0.62831853   0.66322512   0.69813170   0.73303829   0.76794487   0.80285146   0.83775804   0.87266463   0.90757121   0.94247780   0.97738438   1.01229097   1.04719755   1.08210414   1.11701072   1.15191731   1.18682389   1.22173048   1.25663706   1.29154365   1.32645023   1.36135682   1.39626340   1.43116999   1.46607657   1.50098316   1.53588974   1.57079633   
1.5000   -0.00000000e+00   1.83751207e-01   1.86461112e-01   1.87544688e-01   1.86957393e-01   1.53194442e-01   1.42430102e-01   1.30492741e-01   1.17752972e-01   1.04628488e-01   9.15596529e-02   7.90027150e-02   6.74084019e-02   5.71960010e-02   4.87211913e-02   4.22372313e-02   3.78518501e-02   3.54855180e-02   3.48433706e-02   3.54230975e-02   3.65918516e-02   3.77625762e-02   3.86254887e-02   3.91247636e-02   3.92411006e-02   3.89620273e-02   3.82830522e-02   3.72086330e-02   3.57530393e-02   3.39412126e-02   3.18092044e-02   2.94042709e-02   2.67844320e-02   2.40171956e-02   2.11775134e-02   1.83446729e-02   1.55983776e-02   1.30140353e-02   1.06579108e-02   8.58264362e-03   6.82408150e-03   5.40024758e-03   4.31306292e-03   3.55290360e-03   3.10521974e-03   2.95753910e-03   -0.00000000e+00   4.65357532e-08   7.35735831e-07   3.64787449e-06   1.11855728e-05   2.60674354e-05   5.12384855e-05   8.88220164e-05   1.39683071e-04   2.02684778e-04   2.74079620e-04   3.47138467e-04   4.12233251e-04   4.57646797e-04   4.71407484e-04   4.44358084e-04   3.74336266e-04   2.70563203e-04   1.55872888e-04   6.24242853e-05   1.58570168e-05   1.07591116e-05   1.49552835e-05   2.05012933e-05   2.77254049e-05   3.69942923e-05   4.86983720e-05   6.32259632e-05   8.09230661e-05   1.02036341e-04   1.26638733e-04   1.54540457e-04   1.85193254e-04   2.17604458e-04   2.50284073e-04   2.81259589e-04   3.08195415e-04   3.28648440e-04   3.40474029e-04   3.42349292e-04   3.34319403e-04   3.18196379e-04   2.97591019e-04   2.77390381e-04   2.62667061e-04   2.57275811e-04   
1.6000   -0.00000000e+00   6.29074668e-02   6.77630217e-02   7.24920595e-02   7.69814980e-02   5.14643061e-02   4.90020172e-02   4.65658802e-02   4.43692440e-02   4.26140930e-02   4.14945645e-02   4.11771291e-02   4.17831450e-02   4.33713041e-02   4.59223134e-02   4.93296603e-02   5.34021040e-02   5.78843826e-02   6.25005305e-02   6.70146045e-02   7.12797121e-02   7.52209964e-02   7.87784620e-02   8.18934094e-02   8.45090143e-02   8.65708769e-02   8.80278813e-02   8.88333698e-02   8.89465728e-02   8.83344437e-02   8.69742129e-02   8.48560304e-02   8.19867872e-02   7.83937873e-02   7.41291781e-02   6.92738877e-02   6.39409494e-02   5.82776602e-02   5.24651040e-02   4.67145596e-02   4.12602011e-02   3.63474393e-02   3.22173011e-02   2.90877925e-02   2.71339117e-02   2.64691711e-02   -0.00000000e+00   2.23193552e-08   3.51638625e-07   1.72941499e-06   5.23533624e-06   1.16832054e-05   2.22418408e-05   3.70438018e-05   5.54441748e-05   7.57015931e-05   9.49771297e-05   1.09632236e-04   1.15905424e-04   1.10977047e-04   9.42731272e-05   6.85890744e-05   4.02591109e-05   1.73747421e-05   5.59681069e-06   3.59715731e-06   4.71001913e-06   6.21387263e-06   8.18132235e-06   1.07979331e-05   1.43418933e-05   1.92242916e-05   2.60402623e-05   3.56302346e-05   4.91476683e-05   6.81253337e-05   9.45258698e-05   1.30754442e-04   1.79602486e-04   2.44085440e-04   3.27137103e-04   4.31137912e-04   5.57289754e-04   7.04912466e-04   8.70805456e-04   1.04886737e-03   1.23015506e-03   1.40345580e-03   1.55632710e-03   1.67648164e-03   1.75338738e-03   1.77988601e-03   
1.7000   -0.00000000e+00   2.17400970e-02   2.69948741e-02   3.28154777e-02   2.00025238e-02   2.15081599e-02   2.35114769e-02   2.60730130e-02   2.92883903e-02   3.32053753e-02   3.78596347e-02   4.32566475e-02   4.93656904e-02   5.61175746e-02   6.34079061e-02   7.11074233e-02   7.90794151e-02   8.72003821e-02   9.53749623e-02   1.03533810e-01   1.11617250e-01   1.19566746e-01   1.27324205e-01   1.34831939e-01   1.42032166e-01   1.48866570e-01   1.55275612e-01   1.61197981e-01   1.66569552e-01   1.71322912e-01   1.75386838e-01   1.78686341e-01   1.81143700e-01   1.82680939e-01   1.83224388e-01   1.82713012e-01   1.81110545e-01   1.78423049e-01   1.74721675e-01   1.70167876e-01   1.65036305e-01   1.59723958e-01   1.54734004e-01   1.50621631e-01   1.47904202e-01   1.46952783e-01   -0.00000000e+00   9.50811738e-09   1.50647593e-07   7.42692220e-07   2.05905774e-06   4.56735030e-06   8.37954246e-06   1.33275433e-05   1.88510597e-05   2.40343798e-05   2.77846750e-05   2.91571662e-05   2.77767082e-05   2.42221095e-05   2.01477110e-05   1.78871183e-05   1.94568719e-05   2.54233118e-05   3.48522932e-05   4.70337822e-05   6.22393377e-05   8.08715147e-05   1.03302213e-04   1.29853009e-04   1.60780378e-04   1.96274219e-04   2.36480610e-04   2.81567326e-04   3.31854279e-04   3.88041210e-04   4.51569609e-04   5.25159584e-04   6.13554917e-04   7.24481427e-04   8.69755698e-04   1.06633224e-03   1.33681413e-03   1.70850832e-03   2.20960071e-03   2.86080512e-03   3.66184419e-03   4.57523833e-03   5.51478729e-03   6.34960332e-03   6.93145041e-03   7.14085111e-03   
1.8000   -0.00000000e+00   8.35926540e-03   1.30315286e-02   1.84885541e-02   1.09630370e-02   1.43708974e-02   1.85761903e-02   2.35542209e-02   2.93565904e-02   3.59474774e-02   4.32961755e-02   5.13543632e-02   6.00574554e-02   6.93286984e-02   7.90861473e-02   8.92508776e-02   9.97538902e-02   1.10538320e-01   1.21556296e-01   1.32765614e-01   1.44129227e-01   1.55616236e-01   1.67202569e-01   1.78871671e-01   1.90615229e-01   2.02433876e-01   2.14337676e-01   2.26346456e-01   2.38490583e-01   2.50810629e-01   2.63357615e-01   2.76192503e-01   2.89385148e-01   3.03011886e-01   3.17152084e-01   3.31881091e-01   3.47257687e-01   3.63301566e-01   3.79955311e-01   3.97025166e-01   4.14105110e-01   4.30505344e-01   4.45231913e-01   4.57068830e-01   4.64794059e-01   4.67485368e-01   -0.00000000e+00   3.74994322e-09   6.15044486e-08   3.14382586e-07   7.55780899e-07   1.64128250e-06   2.94237632e-06   4.58149713e-06   6.40478625e-06   8.26873982e-06   1.01826766e-05   1.24737890e-05   1.59107118e-05   2.17044111e-05   3.13368646e-05   4.62824230e-05   6.78628098e-05   9.75005458e-05   1.37139324e-04   1.89223327e-04   2.56581424e-04   3.42427800e-04   4.50359444e-04   5.84338162e-04   7.48656609e-04   9.47885805e-04   1.18680555e-03   1.47032758e-03   1.80342177e-03   2.19108368e-03   2.63837468e-03   3.15061818e-03   3.73380585e-03   4.39523239e-03   5.14421946e-03   5.99224124e-03   6.95106287e-03   8.02666497e-03   9.20751173e-03   1.04497670e-02   1.16693040e-02   1.27541719e-02   1.36021873e-02   1.41652282e-02   1.44643515e-02   1.45546284e-02   
1.9000   -0.00000000e+00   3.86734049e-03   7.58790610e-03   5.56283226e-03   8.83598971e-03   1.30294890e-02   1.80872042e-02   2.40404877e-02   3.08317438e-02   3.84160033e-02   4.67384704e-02   5.57360901e-02   6.53403301e-02   7.54809157e-02   8.60895896e-02   9.71027265e-02   1.08462262e-01   1.20115361e-01   1.32014682e-01   1.44119427e-01   1.56396876e-01   1.68823428e-01   1.81386530e-01   1.94085928e-01   2.06935686e-01   2.19965780e-01   2.33224770e-01   2.46781914e-01   2.60730160e-01   2.75189017e-01   2.90307516e-01   3.06266447e-01   3.23278256e-01   3.41581773e-01   3.61425676e-01   3.83031559e-01   4.06523199e-01   4.31813338e-01   4.58461873e-01   4.85562987e-01   5.11755204e-01   5.35425402e-01   5.55058771e-01   5.69562766e-01   5.78374017e-01   5.81319355e-01   -0.00000000e+00   1.44799502e-09   2.62946203e-08   9.40206617e-08   2.78518457e-07   6.32937992e-07   1.22705190e-06   2.16721246e-06   3.65258619e-06   6.05926815e-06   1.00385372e-05   1.66049736e-05   2.71892821e-05   4.36507603e-05   6.82878935e-05   1.03924336e-04   1.54106472e-04   2.23306645e-04   3.17043584e-04   4.42024739e-04   6.06327851e-04   8.19600628e-04   1.09328081e-03   1.44083250e-03   1.87799559e-03   2.42303900e-03   3.09699770e-03   3.92385644e-03   4.93058930e-03   6.14692402e-03   7.60449392e-03   9.33480681e-03   1.13648198e-02   1.37079675e-02   1.63469133e-02   1.92035251e-02   2.20946822e-02   2.46864186e-02   2.64847893e-02   2.69213035e-02   2.55634882e-02   2.23893220e-02   1.79678447e-02   1.33932882e-02   9.95409250e-03   8.67708728e-03   
2.0000   -0.00000000e+00   2.11951555e-03   4.87837335e-03   4.70325798e-03   8.06267483e-03   1.23401777e-02   1.74373613e-02   2.34006419e-02   3.01390503e-02   3.75897416e-02   4.56824822e-02   5.43413345e-02   6.34866825e-02   7.30371402e-02   8.29109514e-02   9.30267070e-02   1.03303875e-01   1.13663291e-01   1.24027947e-01   1.34323318e-01   1.44477971e-01   1.54423410e-01   1.64093886e-01   1.73425512e-01   1.82354631e-01   1.90815444e-01   1.98735722e-01   2.06030854e-01   2.12593918e-01   2.18281408e-01   2.22890339e-01   2.26123827e-01   2.27538363e-01   2.26467210e-01   2.21921723e-01   2.12506063e-01   1.96470118e-01   1.72162355e-01   1.39157946e-01   9.98588074e-02   6.02940415e-02   2.82971184e-02   9.03788000e-03   1.49237628e-03   6.10788317e-05   7.36588271e-06   -0.00000000e+00   5.96183926e-10   1.31866296e-08   3.81614048e-08   1.33016699e-07   3.69942262e-07   8.99262641e-07   1.99609473e-06   4.13253975e-06   8.06697979e-06   1.49417297e-05   2.63819089e-05   4.45961173e-05   7.24938605e-05   1.13842827e-04   1.73471243e-04   2.57487212e-04   3.73502041e-04   5.30883691e-04   7.41038850e-04   1.01772156e-03   1.37735488e-03   1.83935377e-03   2.42641553e-03   3.16471304e-03   4.08389333e-03   5.21666489e-03   6.59763701e-03   8.26076034e-03   1.02342454e-02   1.25309510e-02   1.51309068e-02   1.79508363e-02   2.07951147e-02   2.32899667e-02   2.48323676e-02   2.46462671e-02   2.20809654e-02   1.71566286e-02   1.09798516e-02   5.39983941e-03   1.84088388e-03   3.64431908e-04   2.92540744e-05   1.06954368e-06   7.78884673e-07   
2.1000   -0.00000000e+00   1.27139873e-03   1.88288001e-03   4.11333579e-03   7.20309943e-03   1.10643600e-02   1.57172456e-02   2.10763934e-02   2.70730743e-02   3.36295422e-02   4.06601734e-02   4.80726874e-02   5.57693736e-02   6.36479938e-02   7.16025005e-02   7.95234756e-02   8.72986160e-02   9.48127914e-02   1.01948223e-01   1.08583771e-01   1.14594325e-01   1.19849164e-01   1.24209831e-01   1.27527109e-01   1.29636695e-01   1.30353809e-01   1.29466148e-01   1.26725570e-01   1.21839070e-01   1.14462084e-01   1.04201160e-01   9.06465427e-02   7.34864877e-02   5.28366966e-02   3.00892430e-02   9.68628540e-03   4.32562202e-04   3.05547772e-04   2.44089959e-04   1.91146735e-04   1.47380280e-04   1.12840329e-04   8.71072283e-05   6.94965135e-05   5.92904021e-05   5.59527149e-05   -0.00000000e+00   2.87130995e-10   3.14647699e-09   2.27498767e-08   1.02881154e-07   3.51245264e-07   9.90319409e-07   2.42587696e-06   5.33362720e-06   1.07608495e-05   2.02405180e-05   3.59173976e-05   6.06898562e-05   9.83726297e-05   1.53879635e-04   2.33415160e-04   3.44664650e-04   4.96978367e-04   7.01531277e-04   9.71428249e-04   1.32170757e-03   1.76916361e-03   2.33186836e-03   3.02819376e-03   3.87501685e-03   4.88461031e-03   6.05941988e-03   7.38349491e-03   8.80875735e-03   1.02336450e-02   1.14718609e-02   1.22130110e-02   1.19949554e-02   1.02664341e-02   6.74661446e-03   2.34883861e-03   1.87246760e-05   3.65920638e-06   4.14002991e-06   4.54867191e-06   4.85869728e-06   5.05862629e-06   5.15711108e-06   5.18251761e-06   5.17422391e-06   5.16684772e-06   
2.2000   -0.00000000e+00   4.05475627e-04   1.55609883e-03   3.45672069e-03   6.07912021e-03   9.31350489e-03   1.31931870e-02   1.76157106e-02   2.25026368e-02   2.77657350e-02   3.33081275e-02   3.90253582e-02   4.48063722e-02   5.05344911e-02   5.60882498e-02   6.13421568e-02   6.61674936e-02   7.04328886e-02   7.40050052e-02   7.67489047e-02   7.85288366e-02   7.92090467e-02   7.86552439e-02   7.67373815e-02   7.33345948e-02   6.83443478e-02   6.16990820e-02   5.33963822e-02   4.35531998e-02   3.25036829e-02   2.09731377e-02   1.03746525e-02   3.19464644e-03   1.73865236e-03   1.59555229e-03   1.43800331e-03   1.27229566e-03   1.10505193e-03   9.42804259e-04   7.91573220e-04   6.56513765e-04   5.41692813e-04   4.50043569e-04   3.83488553e-04   3.43167807e-04   3.29662196e-04   -0.00000000e+00   6.16342810e-11   2.08498704e-09   1.98767937e-08   1.04353320e-07   3.85686726e-07   1.13429503e-06   2.83752799e-06   6.29336491e-06   1.27168793e-05   2.38574196e-05   4.21239527e-05   7.07151838e-05   1.13747323e-04   1.76365905e-04   2.64822957e-04   3.86495209e-04   5.49804572e-04   7.63984232e-04   1.03860688e-03   1.38275381e-03   1.80364730e-03   2.30449699e-03   2.88122035e-03   3.51757950e-03   4.17823990e-03   4.79937765e-03   5.27726164e-03   5.45787245e-03   5.13843432e-03   4.11328445e-03   2.35148753e-03   4.78004826e-04   3.11220986e-06   4.00825340e-06   5.20270077e-06   6.74137755e-06   8.64906039e-06   1.09188211e-05   1.35025242e-05   1.63026687e-05   1.91646210e-05   2.18699797e-05   2.41403605e-05   2.56719802e-05   2.62155316e-05   
2.3000   -0.00000000e+00   3.13281996e-04   1.23452575e-03   2.75229041e-03   4.83706764e-03   7.36345547e-03   1.03799763e-02   1.37742755e-02   1.74652402e-02   2.13622734e-02   2.53667720e-02   2.93734810e-02   3.32719141e-02   3.69479283e-02   4.02854181e-02   4.31680914e-02   4.54815932e-02   4.71158435e-02   4.79679619e-02   4.79459596e-02   4.69735701e-02   4.49968042e-02   4.19932288e-02   3.79849115e-02   3.30568893e-02   2.73830678e-02   2.12613711e-02   1.51575371e-02   9.74650491e-03   5.90249282e-03   4.42922411e-03   4.40450519e-03   4.34624324e-03   4.23119548e-03   4.06216826e-03   3.84444784e-03   3.58583666e-03   3.29653015e-03   2.98881492e-03   2.67660625e-03   2.37486266e-03   2.09893623e-03   1.86389150e-03   1.68370181e-03   1.57014947e-03   1.53131012e-03   -0.00000000e+00   3.67898458e-11   1.82390189e-09   1.96490340e-08   1.08103326e-07   4.06965351e-07   1.20510442e-06   3.01598446e-06   6.66711680e-06   1.33953788e-05   2.49433963e-05   4.36486835e-05   7.25136131e-05   1.15239050e-04   1.76197436e-04   2.60312994e-04   3.72804998e-04   5.18733110e-04   7.02266439e-04   9.25575983e-04   1.18722969e-03   1.47996729e-03   1.78777660e-03   2.08234545e-03   2.31939266e-03   2.43640964e-03   2.35563342e-03   2.00095734e-03   1.34687640e-03   5.30389566e-04   2.13862633e-05   1.11079698e-05   1.23049137e-05   1.36833268e-05   1.54215281e-05   1.77784859e-05   2.10942604e-05   2.57728092e-05   3.22362426e-05   4.08338988e-05   5.16865183e-05   6.44565273e-05   7.80887891e-05   9.06808058e-05   9.97531091e-05   1.03081882e-04   
2.4000   -0.00000000e+00   2.35090288e-04   9.33321251e-04   2.08056456e-03   3.60243380e-03   5.50530727e-03   7.71349565e-03   1.01600668e-02   1.27689452e-02   1.54566066e-02   1.81337999e-02   2.07075116e-02   2.30831382e-02   2.51669419e-02   2.68688008e-02   2.81053029e-02   2.88034022e-02   2.89046126e-02   2.83700729e-02   2.71866245e-02   2.53741440e-02   2.29942748e-02   2.01605289e-02   1.70488496e-02   1.39063245e-02   1.10516899e-02   8.85298511e-03   7.64888326e-03   7.53869423e-03   7.91568530e-03   8.23852331e-03   8.48959326e-03   8.66047516e-03   8.74451365e-03   8.73745439e-03   8.63811107e-03   8.44912260e-03   8.17770048e-03   7.83630898e-03   7.44318138e-03   7.02254094e-03   6.60429958e-03   6.22287758e-03   5.91461415e-03   5.71314679e-03   5.64294049e-03   -0.00000000e+00   2.88963857e-11   1.70092606e-09   1.90083644e-08   1.05400241e-07   3.98020191e-07   1.17543992e-06   2.92629075e-06   6.42250015e-06   1.27898967e-05   2.35661282e-05   4.07325331e-05   6.67023804e-05   1.04241537e-04   1.56293527e-04   2.25671636e-04   3.14576126e-04   4.23890742e-04   5.52218529e-04   6.94643187e-04   8.41269681e-04   9.75750384e-04   1.07431390e-03   1.10640041e-03   1.03905018e-03   8.48775654e-04   5.46135293e-04   2.15150339e-04   3.71148410e-05   3.91007878e-05   4.56831648e-05   5.25376358e-05   5.95773278e-05   6.67959082e-05   7.43381621e-05   8.25853511e-05   9.22406099e-05   1.04382206e-04   1.20423306e-04   1.41882249e-04   1.69850753e-04   2.04110732e-04   2.42081371e-04   2.78205228e-04   3.04750716e-04   3.14586483e-04   
